"Wilshire 5000 (Full Cap) Total Market",""
"Index Dates","Period Return","Index Values"
"20141016","0.34","82.1524510"
"20141017","1.11","83.0606850"
"20141020","0.95","83.8506460"
"20141021","1.97","85.4993980"
"20141022","-0.85","84.7743740"
"20141023","1.26","85.8457480"
"20141024","0.61","86.3730520"
"20141027","-0.17","86.2236290"
"20141028","1.33","87.3705860"
"20141029","-0.19","87.2051390"
"20141030","0.59","87.7182230"
"20141031","1.20","88.7689090"
"20141103","0.02","88.7851390"
"20141104","-0.39","88.4362470"
"20141105","0.47","88.8552550"
"20141106","0.45","89.2567680"
"20141107","0.12","89.3621120"
"20141110","0.31","89.6395940"
"20141111","0.07","89.7043290"
"20141112","0.05","89.7496160"
"20141113","-0.05","89.7054590"
"20141114","0.07","89.7642220"
"20141117","-0.02","89.7439090"
"20141118","0.53","90.2222440"
"20141119","-0.21","90.0336720"
"20141120","0.31","90.3142090"
"20141121","0.49","90.7561480"
"20141124","0.38","91.1044250"
"20141125","-0.07","91.0387790"
"20141126","0.32","91.3300070"
"20141128","-0.43","90.9364670"
"20141201","-0.95","90.0684170"
"20141202","0.67","90.6676790"
"20141203","0.49","91.1080840"
"20141204","-0.14","90.9766800"
"20141205","0.19","91.1534180"
"20141208","-0.88","90.3546970"
"20141209","0.16","90.4989820"
"20141210","-1.71","88.9502800"
"20141211","0.47","89.3669480"
"20141212","-1.54","87.9917870"
"20141215","-0.72","87.3601970"
"20141216","-0.74","86.7115110"
"20141217","2.20","88.6218740"
"20141218","2.26","90.6215570"
"20141219","0.44","91.0168160"
"20141222","0.40","91.3773150"
"20141223","0.22","91.5757170"
"20141224","0.05","91.6201280"
"20141226","0.37","91.9618670"
"20141229","0.15","92.1005710"
"20141230","-0.45","91.6859580"
"20141231","-0.94","90.8216750"
"20150102","-0.01","90.8123200"
"20150105","-1.82","89.1566120"
"20150106","-0.98","88.2815030"
"20150107","1.17","89.3149480"
"20150108","1.74","90.8715420"
"20150109","-0.81","90.1371830"
"20150112","-0.77","89.4391270"
"20150113","-0.23","89.2374300"
"20150114","-0.54","88.7553970"
"20150115","-1.00","87.8700510"
"20150116","1.39","89.0930630"
"20150120","0.07","89.1517550"
"20150121","0.45","89.5567980"
"20150122","1.56","90.9514330"
"20150123","-0.45","90.5445410"
"20150126","0.45","90.9554580"
"20150127","-1.15","89.9059180"
"20150128","-1.39","88.6603270"
"20150129","0.93","89.4835830"
"20150130","-1.26","88.3567260"
"20150202","1.19","89.4072010"
"20150203","1.48","90.7291450"
"20150204","-0.38","90.3848430"
"20150205","1.13","91.4019610"
"20150206","-0.30","91.1322870"
"20150209","-0.47","90.7022480"
"20150210","0.98","91.5940190"
"20150211","0.00","91.5938130"
"20150212","1.01","92.5173180"
"20150213","0.45","92.9376940"
"20150217","0.16","93.0818300"
"20150218","0.04","93.1217010"
"20150219","-0.07","93.0530150"
"20150220","0.63","93.6393740"
"20150223","-0.08","93.5626300"
"20150224","0.22","93.7692770"
"20150225","0.04","93.8085880"
"20150226","-0.15","93.6696400"
"20150227","-0.29","93.3934320"
"20150302","0.61","93.9610440"
"20150303","-0.40","93.5818680"
"20150304","-0.42","93.1883400"
"20150305","0.16","93.3384340"
"20150306","-1.37","92.0603170"
"20150309","0.35","92.3808810"
"20150310","-1.56","90.9403500"
"20150311","-0.06","90.8897870"
"20150312","1.27","92.0401110"
"20150313","-0.56","91.5261010"
"20150316","1.20","92.6212120"
"20150317","-0.19","92.4424500"
"20150318","1.15","93.5086410"
"20150319","-0.36","93.1715950"
"20150320","0.88","93.9929230"
"20150323","-0.17","93.8340560"
"20150324","-0.54","93.3316950"
"20150325","-1.53","91.9030220"
"20150326","-0.22","91.6972000"
"20150327","0.32","91.9877420"
"20150330","1.23","93.1232030"
"20150331","-0.75","92.4293730"
"20150401","-0.35","92.1066850"
"20150402","0.36","92.4358400"
"20150406","0.62","93.0122510"
"20150407","-0.25","92.7751470"
"20150408","0.36","93.1113920"
"20150409","0.32","93.4102070"
"20150410","0.47","93.8464600"
"20150413","-0.39","93.4847210"
"20150414","0.14","93.6192530"
"20150415","0.54","94.1266560"
"20150416","-0.06","94.0687540"
"20150417","-1.18","92.9561270"
"20150420","0.88","93.7787640"
"20150421","-0.10","93.6811590"
"20150422","0.46","94.1121040"
"20150423","0.29","94.3842340"
"20150424","0.16","94.5320150"
"20150427","-0.51","94.0476270"
"20150428","0.24","94.2770990"
"20150429","-0.40","93.9045440"
"20150430","-1.08","92.8866040"
"20150501","0.97","93.7898590"
"20150504","0.30","94.0688420"
"20150505","-1.19","92.9461530"
"20150506","-0.32","92.6507350"
"20150507","0.39","93.0144900"
"20150508","1.23","94.1602020"
"20150511","-0.41","93.7762460"
"20150512","-0.24","93.5472650"
"20150513","-0.02","93.5278770"
"20150514","1.04","94.4983160"
"20150515","0.08","94.5714910"
"20150518","0.41","94.9559470"
"20150519","-0.09","94.8667970"
"20150520","-0.06","94.8087570"
"20150521","0.21","95.0073060"
"20150522","-0.20","94.8153340"
"20150526","-1.00","93.8647360"
"20150527","0.91","94.7172240"
"20150528","-0.13","94.5973380"
"20150529","-0.59","94.0435830"
"20150601","0.19","94.2234530"
"20150602","-0.03","94.1943000"
"20150603","0.31","94.4827960"
"20150604","-0.87","93.6575950"
"20150605","0.03","93.6862890"
"20150608","-0.66","93.0676270"
"20150609","-0.01","93.0565640"
"20150610","1.15","94.1303120"
"20150611","0.22","94.3373810"
"20150612","-0.61","93.7664130"
"20150615","-0.43","93.3642500"
"20150616","0.55","93.8765470"
"20150617","0.18","94.0459160"
"20150618","0.98","94.9652280"
"20150619","-0.47","94.5182840"
"20150622","0.56","95.0503140"
"20150623","0.12","95.1636170"
"20150624","-0.77","94.4315500"
"20150625","-0.30","94.1499600"
"20150626","-0.04","94.1168400"
"20150629","-2.11","92.1302420"
"20150630","0.32","92.4258820"
"20150701","0.60","92.9762160"
"20150702","-0.08","92.9019440"
"20150706","-0.36","92.5637480"
"20150707","0.57","93.0906890"
"20150708","-1.64","91.5650530"
"20150709","0.27","91.8106210"
"20150710","1.23","92.9440890"
"20150713","1.10","93.9685090"
"20150714","0.48","94.4180740"
"20150715","-0.21","94.2164600"
"20150716","0.74","94.9135550"
"20150717","0.02","94.9303540"
"20150720","-0.03","94.9003580"
"20150721","-0.46","94.4682270"
"20150722","-0.19","94.2871250"
"20150723","-0.59","93.7283220"
"20150724","-1.02","92.7748350"
"20150727","-0.66","92.1606520"
"20150728","1.22","93.2878800"
"20150729","0.77","94.0034850"
"20150730","0.07","94.0704120"
"20150731","-0.11","93.9639050"
"20150803","-0.33","93.6542550"
"20150804","-0.17","93.4913020"
"20150805","0.26","93.7367280"
"20150806","-0.85","92.9405030"
"20150807","-0.32","92.6432590"
"20150810","1.28","93.8307350"
"20150811","-0.91","92.9808410"
"20150812","0.10","93.0769430"
"20150813","-0.13","92.9562820"
"20150814","0.44","93.3633320"
"20150817","0.61","93.9367630"
"20150818","-0.34","93.6216110"
"20150819","-0.85","92.8262180"
"20150820","-2.19","90.7914330"
"20150821","-2.91","88.1493780"
"20150824","-3.92","84.6975640"
"20150825","-1.17","83.7031120"
"20150826","3.59","86.7046770"
"20150827","2.43","88.8086960"
"20150828","0.24","89.0179760"
"20150831","-0.78","88.3249250"
"20150901","-2.86","85.7946120"
"20150902","1.76","87.3035680"
"20150903","0.16","87.4450530"
"20150904","-1.38","86.2342130"
"20150908","2.43","88.3296910"
"20150909","-1.33","87.1535990"
"20150910","0.46","87.5569080"
"20150911","0.42","87.9289450"
"20150914","-0.41","87.5708010"
"20150915","1.19","88.6155540"
"20150916","0.87","89.3898420"
"20150917","-0.11","89.2927880"
"20150918","-1.56","87.8976410"
"20150921","0.38","88.2355430"
"20150922","-1.30","87.0871650"
"20150923","-0.28","86.8474640"
"20150924","-0.37","86.5280940"
"20150925","-0.20","86.3520660"
"20150928","-2.69","84.0284990"
"20150929","-0.11","83.9366330"
"20150930","1.94","85.5659110"
"20151001","0.20","85.7330940"
"20151002","1.48","87.0009530"
"20151005","1.93","88.6776590"
"20151006","-0.40","88.3203730"
"20151007","0.95","89.1619910"
"20151008","0.85","89.9228830"
"20151009","0.12","90.0291540"
"20151012","0.04","90.0615300"
"20151013","-0.76","89.3728780"
"20151014","-0.58","88.8581430"
"20151015","1.54","90.2297350"
"20151016","0.37","90.5658580"
"20151019","0.03","90.5903010"
"20151020","-0.14","90.4659900"
"20151021","-0.76","89.7816890"
"20151022","1.43","91.0676280"
"20151023","1.03","92.0035550"
"20151026","-0.22","91.8039090"
"20151027","-0.42","91.4155200"
"20151028","1.40","92.6915160"
"20151029","-0.15","92.5502210"
"20151030","-0.40","92.1820730"
"20151102","1.27","93.3498420"
"20151103","0.30","93.6255450"
"20151104","-0.31","93.3330050"
"20151105","-0.07","93.2683770"
"20151106","0.01","93.2746700"
"20151109","-0.99","92.3503180"
"20151110","0.18","92.5152900"
"20151111","-0.42","92.1235640"
"20151112","-1.45","90.7848520"
"20151113","-1.06","89.8267110"
"20151116","1.40","91.0833340"
"20151117","-0.14","90.9548800"
"20151118","1.59","92.4022910"
"20151119","-0.14","92.2701910"
"20151120","0.36","92.6009480"
"20151123","-0.03","92.5729720"
"20151124","0.21","92.7709370"
"20151125","0.11","92.8758540"
"20151127","0.11","92.9785810"
"20151130","-0.47","92.5446450"
"20151201","0.97","93.4404790"
"20151202","-1.07","92.4396570"
"20151203","-1.52","91.0360180"
"20151204","1.79","92.6623850"
"20151207","-0.87","91.8606280"
"20151208","-0.57","91.3373740"
"20151209","-0.73","90.6744930"
"20151210","0.23","90.8811340"
"20151211","-2.01","89.0512100"
"20151214","0.24","89.2605940"
"20151215","1.10","90.2397980"
"20151216","1.49","91.5850600"
"20151217","-1.45","90.2604840"
"20151218","-1.63","88.7861150"
"20151221","0.77","89.4666460"
"20151222","0.91","90.2787090"
"20151223","1.33","91.4763300"
"20151224","-0.12","91.3701640"
"20151228","-0.27","91.1218820"
"20151229","1.03","92.0590060"
"20151230","-0.73","91.3849670"
"20151231","-0.85","90.6054250"
"20160104","-1.52","89.2250180"
"20160105","0.19","89.3904710"
"20160106","-1.34","88.1886250"
"20160107","-2.44","86.0332770"
"20160108","-1.11","85.0810550"
"20160111","-0.09","85.0004590"
"20160112","0.62","85.5315950"
"20160113","-2.65","83.2657490"
"20160114","1.62","84.6155620"
"20160115","-2.12","82.8175710"
"20160119","-0.25","82.6083240"
"20160120","-1.07","81.7250260"
"20160121","0.50","82.1337790"
"20160122","2.19","83.9320440"
"20160125","-1.69","82.5155740"
"20160126","1.57","83.8082320"
"20160127","-1.15","82.8452590"
"20160128","0.52","83.2773910"
"20160129","2.54","85.3887610"
"20160201","-0.04","85.3560380"
"20160202","-1.97","83.6716330"
"20160203","0.46","84.0524220"
"20160204","0.27","84.2806280"
"20160205","-2.08","82.5236320"
"20160208","-1.67","81.1465330"
"20160209","-0.18","80.9966620"
"20160210","0.07","81.0510880"
"20160211","-1.22","80.0588850"
"20160212","2.00","81.6572130"
"20160216","1.83","83.1548520"
"20160217","1.75","84.6107640"
"20160218","-0.45","84.2322080"
"20160219","0.04","84.2697550"
"20160222","1.47","85.5111080"
"20160223","-1.18","84.5008760"
"20160224","0.53","84.9452780"
"20160225","1.13","85.9044770"
"20160226","0.00","85.9060030"
"20160229","-0.65","85.3438410"
"20160301","2.32","87.3270690"
"20160302","0.56","87.8177020"
"20160303","0.51","88.2699600"
"20160304","0.35","88.5762120"
"20160307","0.25","88.7955860"
"20160308","-1.34","87.6090570"
"20160309","0.51","88.0550620"
"20160310","-0.13","87.9434920"
"20160311","1.74","89.4740770"
"20160314","-0.14","89.3488590"
"20160315","-0.37","89.0159640"
"20160316","0.69","89.6324430"
"20160317","0.78","90.3310560"
"20160318","0.47","90.7586510"
"20160321","0.06","90.8158620"
"20160322","-0.04","90.7829200"
"20160323","-0.88","89.9872080"
"20160324","0.00","89.9871500"
"20160328","0.06","90.0423810"
"20160329","1.10","91.0329450"
"20160330","0.42","91.4130350"
"20160331","-0.06","91.3547630"
"20160401","0.55","91.8573100"
"20160404","-0.41","91.4814860"
"20160405","-1.00","90.5647220"
"20160406","1.12","91.5763260"
"20160407","-1.19","90.4893380"
"20160408","0.32","90.7789340"
"20160411","-0.28","90.5203660"
"20160412","1.00","91.4246200"
"20160413","1.16","92.4836200"
"20160414","-0.02","92.4644580"
"20160415","-0.05","92.4226220"
"20160418","0.67","93.0395200"
"20160419","0.34","93.3523830"
"20160420","0.13","93.4698830"
"20160421","-0.52","92.9850530"
"20160422","0.16","93.1357440"
"20160425","-0.22","92.9346370"
"20160426","0.29","93.2040460"
"20160427","0.23","93.4189570"
"20160428","-0.91","92.5697030"
"20160429","-0.49","92.1174440"
"20160502","0.77","92.8300680"
"20160503","-1.04","91.8652210"
"20160504","-0.55","91.3577500"
"20160505","-0.06","91.3043040"
"20160506","0.38","91.6517360"
"20160509","0.08","91.7234350"
"20160510","1.21","92.8372690"
"20160511","-0.92","91.9808730"
"20160512","-0.06","91.9233160"
"20160513","-0.81","91.1747340"
"20160516","1.00","92.0825150"
"20160517","-0.94","91.2203030"
"20160518","-0.01","91.2125380"
"20160519","-0.33","90.9083150"
"20160520","0.77","91.6117210"
"20160523","-0.20","91.4296100"
"20160524","1.39","92.7030200"
"20160525","0.68","93.3327290"
"20160526","-0.04","93.2913380"
"20160527","0.49","93.7482690"
"20160531","-0.03","93.7206030"
"20160601","0.24","93.9413140"
"20160602","0.36","94.2784450"
"20160603","-0.35","93.9497220"
"20160606","0.57","94.4872940"
"20160607","0.15","94.6302270"
"20160608","0.37","94.9834020"
"20160609","-0.25","94.7411990"
"20160610","-1.06","93.7397380"
"20160613","-0.81","92.9799890"
"20160614","-0.22","92.7748200"
"20160615","-0.06","92.7162540"
"20160616","0.23","92.9335340"
"20160617","-0.27","92.6825700"
"20160620","0.68","93.3174050"
"20160621","0.24","93.5437980"
"20160622","-0.20","93.3568200"
"20160623","1.42","94.6846780"
"20160624","-3.60","91.2790070"
"20160627","-2.03","89.4281330"
"20160628","1.82","91.0555700"
"20160629","1.79","92.6851200"
"20160630","1.36","93.9501780"
"20160701","0.24","94.1761750"
"20160705","-0.78","93.4409870"
"20160706","0.57","93.9710500"
"20160707","-0.02","93.9523810"
"20160708","1.59","95.4447550"
"20160711","0.42","95.8485060"
"20160712","0.77","96.5897090"
"20160713","-0.05","96.5400240"
"20160714","0.46","96.9805770"
"20160715","-0.06","96.9271830"
"20160718","0.26","97.1763040"
"20160719","-0.18","97.0027550"
"20160720","0.48","97.4719790"
"20160721","-0.36","97.1185070"
"20160722","0.51","97.6103970"
"20160725","-0.28","97.3370980"
"20160726","0.10","97.4368650"
"20160727","-0.16","97.2828760"
"20160728","0.20","97.4757070"
"20160729","0.22","97.6861010"
"20160801","-0.18","97.5056990"
"20160802","-0.75","96.7757730"
"20160803","0.46","97.2236310"
"20160804","0.05","97.2739040"
"20160805","0.88","98.1322500"
"20160808","-0.04","98.0974830"
"20160809","0.05","98.1436680"
"20160810","-0.28","97.8642400"
"20160811","0.48","98.3322170"
"20160812","-0.03","98.3010550"
"20160815","0.38","98.6742820"
"20160816","-0.58","98.1005510"
"20160817","0.12","98.2228820"
"20160818","0.31","98.5287140"
"20160819","-0.14","98.3903760"
"20160822","-0.01","98.3770690"
"20160823","0.26","98.6322700"
"20160824","-0.57","98.0718410"
"20160825","-0.07","98.0038120"
"20160826","-0.17","97.8323800"
"20160829","0.54","98.3643890"
"20160830","-0.14","98.2238440"
"20160831","-0.24","97.9929480"
"20160901","0.03","98.0251890"
"20160902","0.53","98.5473260"
"20160906","0.29","98.8318100"
"20160907","0.12","98.9488750"
"20160908","-0.21","98.7407740"
"20160909","-2.52","96.2492630"
"20160912","1.41","97.6065680"
"20160913","-1.54","96.1026170"
"20160914","-0.05","96.0537290"
"20160915","1.02","97.0306230"
"20160916","-0.35","96.6907550"
"20160919","0.11","96.7936240"
"20160920","-0.03","96.7649940"
"20160921","1.14","97.8645460"
"20160922","0.77","98.6138380"
"20160923","-0.56","98.0655720"
"20160926","-0.83","97.2530570"
"20160927","0.56","97.7947170"
"20160928","0.60","98.3772060"
"20160929","-0.98","97.4147060"
"20160930","0.81","98.2075940"
"20161003","-0.31","97.8983570"
"20161004","-0.49","97.4160250"
"20161005","0.48","97.8879910"
"20161006","-0.05","97.8357360"
"20161007","-0.37","97.4773790"
"20161010","0.54","98.0048630"
"20161011","-1.27","96.7594020"
"20161012","0.10","96.8597450"
"20161013","-0.35","96.5171580"
"20161014","-0.02","96.4970900"
"20161017","-0.27","96.2334350"
"20161018","0.62","96.8329370"
"20161019","0.27","97.0987690"
"20161020","-0.16","96.9443020"
"20161021","0.00","96.9480700"
"20161024","0.52","97.4552650"
"20161025","-0.46","97.0097360"
"20161026","-0.28","96.7404390"
"20161027","-0.42","96.3298170"
"20161028","-0.27","96.0718610"
"20161031","0.05","96.1188050"
"20161101","-0.73","95.4142590"
"20161102","-0.78","94.6738300"
"20161103","-0.43","94.2691760"
"20161104","-0.08","94.1892560"
"20161107","2.18","96.2398160"
"20161108","0.41","96.6356510"
"20161109","1.37","97.9580100"
"20161110","0.27","98.2263420"
"20161111","0.14","98.3683880"
"20161114","0.27","98.6346940"
"20161115","0.75","99.3740870"
"20161116","-0.14","99.2384520"
"20161117","0.51","99.7460030"
"20161118","-0.14","99.6048610"
"20161121","0.74","100.3413700"
"20161122","0.34","100.6792580"
"20161123","0.13","100.8145180"
"20161125","0.39","101.2039800"
"20161128","-0.64","100.5610980"
"20161129","0.14","100.6972240"
"20161130","-0.22","100.4759710"
"20161201","-0.42","100.0540390"
"20161202","0.04","100.0966340"
"20161205","0.75","100.8434590"
"20161206","0.46","101.3063700"
"20161207","1.27","102.5920440"
"20161208","0.38","102.9793380"
"20161209","0.44","103.4292200"
"20161212","-0.26","103.1585770"
"20161213","0.57","103.7471260"
"20161214","-0.87","102.8400550"
"20161215","0.42","103.2689420"
"20161216","-0.15","103.1136050"
"20161219","0.24","103.3617480"
"20161220","0.44","103.8209640"
"20161221","-0.24","103.5730940"
"20161222","-0.28","103.2877530"
"20161223","0.20","103.4952040"
"20161227","0.26","103.7606140"
"20161228","-0.85","102.8735160"
"20161229","0.00","102.8711520"
"20161230","-0.44","102.4165430"
"20170103","0.83","103.2712200"
"20170104","0.82","104.1173790"
"20170105","-0.16","103.9456220"
"20170106","0.29","104.2425060"
"20170109","-0.40","103.8279290"
"20170110","0.09","103.9258230"
"20170111","0.30","104.2324970"
"20170112","-0.28","103.9427820"
"20170113","0.28","104.2289300"
"20170117","-0.41","103.7989980"
"20170118","0.23","104.0411490"
"20170119","-0.41","103.6175400"
"20170120","0.34","103.9672880"
"20170123","-0.24","103.7227090"
"20170124","0.81","104.5658420"
"20170125","0.80","105.4047390"
"20170126","-0.08","105.3165720"
"20170127","-0.15","105.1537590"
"20170130","-0.69","104.4247070"
"20170131","0.00","104.4295600"
"20170201","0.03","104.4655910"
"20170202","0.03","104.4982360"
"20170203","0.82","105.3533230"
"20170206","-0.27","105.0696460"
"20170207","-0.03","105.0332640"
"20170208","0.11","105.1484010"
"20170209","0.70","105.8794970"
"20170210","0.39","106.2876580"
"20170213","0.48","106.7979800"
"20170214","0.41","107.2399300"
"20170215","0.50","107.7721920"
"20170216","-0.15","107.6140920"
"20170217","0.18","107.8120350"
"20170221","0.61","108.4706140"
"20170222","-0.17","108.2875160"
"20170223","-0.09","108.1890450"
"20170224","0.14","108.3409090"
"20170227","0.22","108.5746660"
"20170228","-0.41","108.1323310"
"20170301","1.39","109.6313220"
"20170302","-0.68","108.8912710"
"20170303","0.05","108.9497330"
"20170306","-0.37","108.5454100"
"20170307","-0.35","108.1618910"
"20170308","-0.27","107.8669750"
"20170309","-0.01","107.8528390"
"20170310","0.33","108.2077720"
"20170313","0.13","108.3489690"
"20170314","-0.36","107.9574200"
"20170315","0.92","108.9500630"
"20170316","-0.06","108.8828140"
"20170317","-0.07","108.8016590"
"20170320","-0.24","108.5355620"
"20170321","-1.42","106.9924250"
"20170322","0.15","107.1491160"
"20170323","0.00","107.1540650"
"20170324","-0.04","107.1135540"
"20170327","-0.08","107.0320680"
"20170328","0.72","107.7974720"
"20170329","0.21","108.0255510"
"20170330","0.34","108.3956970"
"20170331","-0.11","108.2731620"
"20170403","-0.27","107.9836450"
"20170404","0.05","108.0396010"
"20170405","-0.41","107.5915060"
"20170406","0.33","107.9508890"
"20170407","-0.08","107.8661500"
"20170410","0.12","107.9919230"
"20170411","-0.03","107.9643240"
"20170412","-0.47","107.4570280"
"20170413","-0.72","106.6802670"
"20170417","0.89","107.6258350"
"20170418","-0.21","107.3962780"
"20170419","-0.09","107.3049130"
"20170420","0.79","108.1499410"
"20170421","-0.29","107.8336400"
"20170424","1.08","108.9992970"
"20170425","0.65","109.7115010"
"20170426","0.02","109.7297700"
"20170427","0.04","109.7759740"
"20170428","-0.29","109.4583270"
"20170501","0.23","109.7084280"
"20170502","0.02","109.7276310"
"20170503","-0.25","109.4530740"
"20170504","-0.04","109.4143370"
"20170505","0.50","109.9621320"
"20170508","-0.06","109.8949360"
"20170509","-0.09","109.7917420"
"20170510","0.22","110.0364990"
"20170511","-0.27","109.7388480"
"20170512","-0.18","109.5385580"
"20170515","0.53","110.1184370"
"20170516","-0.06","110.0516450"
"20170517","-1.87","107.9901150"
"20170518","0.40","108.4262790"
"20170519","0.71","109.1978180"
"20170522","0.55","109.8005550"
"20170523","0.19","110.0039180"
"20170524","0.26","110.2915540"
"20170525","0.38","110.7114090"
"20170526","0.03","110.7485600"
"20170530","-0.21","110.5154490"
"20170531","-0.02","110.4954130"
"20170601","0.94","111.5308110"
"20170602","0.35","111.9239080"
"20170605","-0.18","111.7234080"
"20170606","-0.28","111.4126990"
"20170607","0.13","111.5574190"
"20170608","0.16","111.7391840"
"20170609","-0.09","111.6439260"
"20170612","-0.08","111.5530370"
"20170613","0.54","112.1535680"
"20170614","-0.18","111.9555370"
"20170615","-0.28","111.6433580"
"20170616","-0.02","111.6242800"
"20170619","0.82","112.5348860"
"20170620","-0.74","111.7027390"
"20170621","-0.09","111.6054690"
"20170622","0.04","111.6542370"
"20170623","0.29","111.9734240"
"20170626","0.09","112.0687290"
"20170627","-0.83","111.1331330"
"20170628","0.99","112.2342750"
"20170629","-0.82","111.3088490"
"20170630","0.15","111.4780300"
"20170703","0.28","111.7919500"
"20170705","0.03","111.8252610"
"20170706","-0.97","110.7354240"
"20170707","0.69","111.4994760"
"20170710","0.01","111.5147390"
"20170711","0.00","111.5169580"
"20170712","0.75","112.3488910"
"20170713","0.18","112.5463530"
"20170714","0.46","113.0652790"
"20170717","0.03","113.0966820"
"20170718","0.04","113.1375140"
"20170719","0.60","113.8149030"
"20170720","-0.02","113.7874680"
"20170721","-0.07","113.7110260"
"20170724","-0.02","113.6897160"
"20170725","0.37","114.1098020"
"20170726","-0.04","114.0654480"
"20170727","-0.14","113.9023170"
"20170728","-0.16","113.7217860"
"20170731","-0.10","113.6099870"
"20170801","0.25","113.8961760"
"20170802","-0.11","113.7698420"
"20170803","-0.22","113.5163200"
"20170804","0.23","113.7803970"
"20170807","0.14","113.9421240"
"20170808","-0.28","113.6217520"
"20170809","-0.13","113.4763060"
"20170810","-1.46","111.8158870"
"20170811","0.16","111.9920730"
"20170814","1.04","113.1621570"
"20170815","-0.15","112.9977460"
"20170816","0.18","113.1957150"
"20170817","-1.54","111.4491270"
"20170818","-0.16","111.2680680"
"20170821","0.08","111.3619320"
"20170822","1.02","112.4980890"
"20170823","-0.26","112.2101710"
"20170824","-0.14","112.0564240"
"20170825","0.20","112.2752380"
"20170828","0.05","112.3357760"
"20170829","0.09","112.4391790"
"20170830","0.54","113.0461610"
"20170831","0.65","113.7791250"
"20170901","0.26","114.0772920"
"20170905","-0.79","113.1714950"
"20170906","0.28","113.4936680"
"20170907","-0.05","113.4387580"
"20170908","-0.16","113.2618360"
"20170911","1.07","114.4784930"
"20170912","0.38","114.9126830"
"20170913","0.10","115.0238420"
"20170914","-0.09","114.9251410"
"20170915","0.18","115.1284870"
"20170918","0.20","115.3644550"
"20170919","0.10","115.4833880"
"20170920","0.13","115.6316200"
"20170921","-0.28","115.3044610"
"20170922","0.11","115.4260730"
"20170925","-0.19","115.2046800"
"20170926","0.05","115.2678020"
"20170927","0.56","115.9085990"
"20170928","0.15","116.0809180"
"20170929","0.36","116.4970200"
"20171002","0.47","117.0440870"
"20171003","0.25","117.3325620"
"20171004","0.07","117.4183790"
"20171005","0.55","118.0641610"
"20171006","-0.09","117.9614050"
"20171009","-0.22","117.7064980"
"20171010","0.24","117.9901770"
"20171011","0.17","118.1921440"
"20171012","-0.15","118.0117530"
"20171013","0.05","118.0712730"
"20171016","0.14","118.2350350"
"20171017","0.00","118.2400480"
"20171018","0.08","118.3400330"
"20171019","0.01","118.3499740"
"20171020","0.52","118.9611120"
"20171023","-0.47","118.4070760"
"20171024","0.17","118.6032800"
"20171025","-0.51","117.9957120"
"20171026","0.17","118.2002550"
"20171027","0.83","119.1839570"
"20171030","-0.42","118.6814740"
"20171031","0.22","118.9450170"
"20171101","0.08","119.0432680"
"20171102","0.03","119.0812620"
"20171103","0.28","119.4126320"
"20171106","0.15","119.5922410"
"20171107","-0.15","119.4118870"
"20171108","0.14","119.5743440"
"20171109","-0.39","119.1034360"
"20171110","0.00","119.0981940"
"20171113","0.07","119.1858220"
"20171114","-0.24","118.8995430"
"20171115","-0.51","118.2917220"
"20171116","0.97","119.4411720"
"20171117","-0.14","119.2770050"
"20171120","0.20","119.5112780"
"20171121","0.66","120.2971000"
"20171122","-0.04","120.2528380"
"20171124","0.20","120.4901720"
"20171127","-0.09","120.3822590"
"20171128","0.99","121.5764430"
"20171129","-0.01","121.5585110"
"20171130","0.79","122.5236710"
"20171201","-0.17","122.3171140"
"20171204","-0.13","122.1526590"
"20171205","-0.44","121.6211050"
"20171206","-0.09","121.5059280"
"20171207","0.44","122.0362640"
"20171208","0.51","122.6583240"
"20171211","0.28","123.0017450"
"20171212","0.09","123.1105710"
"20171213","0.02","123.1336140"
"20171214","-0.43","122.5988220"
"20171215","0.89","123.6934010"
"20171218","0.66","124.5125410"
"20171219","-0.37","124.0547750"
"20171220","-0.04","124.0070350"
"20171221","0.24","124.3078840"
"20171222","-0.04","124.2568290"
"20171226","-0.04","124.2097440"
"20171227","0.07","124.2931320"
"20171228","0.24","124.5899520"
"20171229","-0.54","123.9227330"
"20180102","0.84","124.9626730"
"20180103","0.60","125.7178920"
"20180104","0.36","126.1722000"
"20180105","0.62","126.9534160"
"20180108","0.21","127.2220590"
"20180109","0.12","127.3742830"
"20180110","-0.10","127.2498730"
"20180111","0.85","128.3334820"
"20180112","0.60","129.0991080"
"20180116","-0.47","128.4952750"
"20180117","0.91","129.6697370"
"20180118","-0.21","129.3964370"
"20180119","0.58","130.1527550"
"20180122","0.82","131.2262350"
"20180123","0.28","131.5878980"
"20180124","-0.14","131.4073910"
"20180125","0.06","131.4829870"
"20180126","1.07","132.8850080"
"20180129","-0.69","131.9706300"
"20180130","-1.04","130.5916600"
"20180131","-0.03","130.5588270"
"20180201","0.00","130.5613690"
"20180202","-2.08","127.8405400"
"20180205","-3.95","122.7846270"
"20180206","1.61","124.7602470"
"20180207","-0.38","124.2858780"
"20180208","-3.63","119.7748050"
"20180209","1.36","121.3978310"
"20180212","1.35","123.0386930"
"20180213","0.32","123.4294510"
"20180214","1.44","125.2125520"
"20180215","1.18","126.6901060"
"20180216","0.05","126.7506600"
"20180220","-0.63","125.9497790"
"20180221","-0.48","125.3424140"
"20180222","0.03","125.3861860"
"20180223","1.54","127.3125370"
"20180226","1.07","128.6790590"
"20180227","-1.28","127.0339610"
"20180228","-1.08","125.6645070"
